trial,N,dt,Re,alpha,t,h,MAE,Time
1,33,0.0005,400,1.5,51.60750000006439,0.007751937984496124,0.041828328898923225,389.29934000968933
2,65,0.0005,400,1.5,50.48450000005903,0.007751937984496124,0.0340943484192278,2071.769416332245
