trial,N,U,G,tf,ti,dt,scheme,h,CFL,Diffusion,MAE,Time
1,801,1,0.01,40,10,0.0125,implicit,0.05,0.25,0.04999999999999999,0.004659457020897768,0.7022519111633301
2,801,1,0.01,40,10,0.00625,implicit,0.05,0.125,0.024999999999999994,0.0026022166521159637,1.4061837196350098
3,801,1,0.01,40,10,0.003125,implicit,0.05,0.0625,0.012499999999999997,0.0014573531591599129,2.801215410232544
4,801,1,0.01,40,10,0.0015625,implicit,0.05,0.03125,0.006249999999999999,0.0009178317919549307,5.658135652542114
5,801,1,0.01,40,10,0.00078125,implicit,0.05,0.015625,0.0031249999999999993,0.0007291083847901344,11.22140121459961
