trial,N,U,G,tf,ti,dt,scheme,h,CFL,Diffusion,MAE,Time
1,501,1,0.01,40,10,0.01,explicit,0.08,0.125,0.015625,0.0034359465177890925,0.5725226402282715
2,501,1,0.01,40,10,0.01,implicit,0.08,0.125,0.015625,0.0028033135315831993,0.561180830001831
3,501,1,0.01,40,10,0.01,crank-nicolson,0.08,0.125,0.015625,0.001659695238154406,0.9980700016021729
