trial,N,U,G,tf,ti,dt,scheme,h,CFL,Diffusion,MAE,Time
1,501,1,0.01,20,10,0.01,crank-nicolson,0.08,0.125,0.015625,0.0015960966190413889,0.3203749656677246
2,501,1,0.01,30,10,0.01,crank-nicolson,0.08,0.125,0.015625,0.0017375952588886009,0.6388967037200928
3,501,1,0.01,40,10,0.01,crank-nicolson,0.08,0.125,0.015625,0.0016949113529876232,0.9538648128509521
