Iteration, Residual
291, 1.391882e+02
292, 1.391874e+02
293, 1.391866e+02
294, 1.391858e+02
295, 1.391849e+02
296, 1.391842e+02
297, 1.391834e+02
298, 1.391826e+02
299, 1.391819e+02
300, 1.391811e+02
301, 1.391804e+02
302, 1.391796e+02
303, 1.391789e+02
304, 1.391782e+02
305, 1.391775e+02
306, 1.391769e+02
307, 1.391762e+02
308, 1.391755e+02
309, 1.391749e+02
310, 1.391742e+02
311, 1.391736e+02
312, 1.391730e+02
313, 1.391723e+02
314, 1.391717e+02
315, 1.391711e+02
316, 1.391705e+02
317, 1.391700e+02
318, 1.391694e+02
319, 1.391688e+02
320, 1.391683e+02
321, 1.391677e+02
322, 1.391672e+02
323, 1.391667e+02
324, 1.391661e+02
325, 1.391656e+02
326, 1.391651e+02
327, 1.391646e+02
328, 1.391641e+02
329, 1.391636e+02
330, 1.391632e+02
331, 1.391627e+02
332, 1.391622e+02
333, 1.391618e+02
334, 1.391613e+02
335, 1.391609e+02
336, 1.391605e+02
337, 1.391600e+02
338, 1.391596e+02
339, 1.391592e+02
340, 1.391588e+02
341, 1.391584e+02
342, 1.391580e+02
343, 1.391576e+02
344, 1.391572e+02
345, 1.391569e+02
346, 1.391565e+02
347, 1.391561e+02
348, 1.391558e+02
349, 1.391554e+02
350, 1.391551e+02
351, 1.391547e+02
352, 1.391544e+02
353, 1.391541e+02
354, 1.391538e+02
355, 1.391534e+02
356, 1.391531e+02
357, 1.391528e+02
358, 1.391525e+02
359, 1.391522e+02
360, 1.391520e+02
361, 1.391517e+02
362, 1.391514e+02
363, 1.391511e+02
364, 1.391508e+02
365, 1.391506e+02
366, 1.391503e+02
367, 1.391501e+02
368, 1.391498e+02
369, 1.391496e+02
370, 1.391493e+02
371, 1.391491e+02
372, 1.391489e+02
373, 1.391486e+02
374, 1.391484e+02
375, 1.391482e+02
376, 1.391480e+02
377, 1.391478e+02
378, 1.391476e+02
379, 1.391474e+02
380, 1.391472e+02
381, 1.391470e+02
382, 1.391468e+02
383, 1.391466e+02
384, 1.391464e+02
385, 1.391463e+02
386, 1.391461e+02
387, 1.391459e+02
388, 1.391458e+02
389, 1.391456e+02
390, 1.391454e+02
391, 1.391453e+02
392, 1.391451e+02
393, 1.391450e+02
394, 1.391448e+02
395, 1.391447e+02
396, 1.391446e+02
397, 1.391444e+02
398, 1.391443e+02
399, 1.391442e+02
400, 1.391441e+02
401, 1.391439e+02
402, 1.391438e+02
403, 1.391437e+02
404, 1.391436e+02
405, 1.391435e+02
406, 1.391434e+02
407, 1.391433e+02
408, 1.391432e+02
409, 1.391431e+02
410, 1.391430e+02
411, 1.391429e+02
412, 1.391428e+02
413, 1.391427e+02
414, 1.391427e+02
415, 1.391426e+02
416, 1.391425e+02
417, 1.391424e+02
418, 1.391424e+02
419, 1.391423e+02
420, 1.391422e+02
421, 1.391422e+02
422, 1.391421e+02
423, 1.391420e+02
424, 1.391420e+02
425, 1.391419e+02
426, 1.391419e+02
427, 1.391418e+02
428, 1.391418e+02
429, 1.391418e+02
430, 1.391417e+02
431, 1.391417e+02
432, 1.391416e+02
433, 1.391416e+02
434, 1.391416e+02
435, 1.391415e+02
436, 1.391415e+02
437, 1.391415e+02
438, 1.391415e+02
439, 1.391415e+02
440, 1.391414e+02
441, 1.391414e+02
442, 1.391414e+02
443, 1.391414e+02
444, 1.391414e+02
445, 1.391414e+02
446, 1.391414e+02
447, 1.391414e+02
448, 1.391414e+02
449, 1.391414e+02
450, 1.391414e+02
451, 1.391414e+02
452, 1.391414e+02
453, 1.391414e+02
454, 1.391414e+02
455, 1.391414e+02
456, 1.391414e+02
457, 1.391414e+02
458, 1.391414e+02
459, 1.391414e+02
460, 1.391415e+02
461, 1.391415e+02
462, 1.391415e+02
463, 1.391415e+02
464, 1.391415e+02
465, 1.391416e+02
466, 1.391416e+02
467, 1.391416e+02
468, 1.391417e+02
469, 1.391417e+02
470, 1.391417e+02
471, 1.391418e+02
472, 1.391418e+02
473, 1.391418e+02
474, 1.391419e+02
475, 1.391419e+02
476, 1.391420e+02
477, 1.391420e+02
478, 1.391421e+02
479, 1.391421e+02
480, 1.391421e+02
481, 1.391422e+02
482, 1.391422e+02
483, 1.391423e+02
484, 1.391423e+02
485, 1.391424e+02
486, 1.391425e+02
487, 1.391425e+02
488, 1.391426e+02
489, 1.391426e+02
490, 1.391427e+02
491, 1.391428e+02
492, 1.391428e+02
493, 1.391429e+02
494, 1.391429e+02
495, 1.391430e+02
496, 1.391431e+02
497, 1.391431e+02
498, 1.391432e+02
499, 1.391433e+02
500, 1.391434e+02
501, 1.391434e+02
502, 1.391435e+02
503, 1.391436e+02
504, 1.391437e+02
505, 1.391437e+02
506, 1.391438e+02
507, 1.391439e+02
508, 1.391440e+02
509, 1.391440e+02
510, 1.391441e+02
511, 1.391442e+02
512, 1.391443e+02
513, 1.391444e+02
514, 1.391445e+02
515, 1.391446e+02
516, 1.391446e+02
517, 1.391447e+02
518, 1.391448e+02
519, 1.391449e+02
520, 1.391450e+02
521, 1.391451e+02
522, 1.391452e+02
523, 1.391453e+02
524, 1.391454e+02
525, 1.391455e+02
526, 1.391456e+02
527, 1.391457e+02
528, 1.391458e+02
529, 1.391459e+02
530, 1.391460e+02
531, 1.391461e+02
532, 1.391462e+02
533, 1.391463e+02
534, 1.391464e+02
535, 1.391465e+02
536, 1.391466e+02
537, 1.391467e+02
538, 1.391468e+02
539, 1.391469e+02
540, 1.391470e+02
541, 1.391471e+02
542, 1.391472e+02
543, 1.391473e+02
544, 1.391474e+02
545, 1.391475e+02
546, 1.391477e+02
547, 1.391478e+02
548, 1.391479e+02
549, 1.391480e+02
550, 1.391481e+02
551, 1.391482e+02
552, 1.391483e+02
553, 1.391485e+02
554, 1.391486e+02
555, 1.391487e+02
556, 1.391488e+02
557, 1.391489e+02
558, 1.391490e+02
559, 1.391492e+02
560, 1.391493e+02
561, 1.391494e+02
562, 1.391495e+02
563, 1.391497e+02
564, 1.391498e+02
565, 1.391499e+02
566, 1.391500e+02
567, 1.391501e+02
568, 1.391503e+02
569, 1.391504e+02
570, 1.391505e+02
571, 1.391507e+02
572, 1.391508e+02
573, 1.391509e+02
574, 1.391510e+02
575, 1.391512e+02
576, 1.391513e+02
577, 1.391514e+02
578, 1.391516e+02
579, 1.391517e+02
580, 1.391518e+02
581, 1.391520e+02
582, 1.391521e+02
583, 1.391522e+02
584, 1.391524e+02
585, 1.391525e+02
586, 1.391526e+02
587, 1.391528e+02
588, 1.391529e+02
589, 1.391530e+02
590, 1.391532e+02
591, 1.391533e+02
592, 1.391534e+02
593, 1.391536e+02
594, 1.391537e+02
595, 1.391539e+02
596, 1.391540e+02
597, 1.391541e+02
598, 1.391543e+02
599, 1.391544e+02
600, 1.391546e+02
601, 1.391547e+02
602, 1.391549e+02
603, 1.391550e+02
604, 1.391551e+02
605, 1.391553e+02
606, 1.391554e+02
607, 1.391556e+02
608, 1.391557e+02
609, 1.391559e+02
610, 1.391560e+02
611, 1.391562e+02
612, 1.391563e+02
613, 1.391565e+02
614, 1.391566e+02
615, 1.391568e+02
616, 1.391569e+02
617, 1.391570e+02
618, 1.391572e+02
619, 1.391574e+02
620, 1.391575e+02
621, 1.391577e+02
622, 1.391578e+02
623, 1.391580e+02
624, 1.391581e+02
625, 1.391583e+02
626, 1.391584e+02
627, 1.391586e+02
628, 1.391587e+02
629, 1.391589e+02
630, 1.391590e+02
631, 1.391592e+02
632, 1.391593e+02
633, 1.391595e+02
634, 1.391597e+02
635, 1.391598e+02
636, 1.391600e+02
637, 1.391601e+02
638, 1.391603e+02
639, 1.391604e+02
640, 1.391606e+02
641, 1.391608e+02
642, 1.391609e+02
643, 1.391611e+02
644, 1.391612e+02
645, 1.391614e+02
646, 1.391616e+02
647, 1.391617e+02
648, 1.391619e+02
649, 1.391620e+02
650, 1.391622e+02
651, 1.391624e+02
652, 1.391625e+02
653, 1.391627e+02
654, 1.391629e+02
655, 1.391630e+02
656, 1.391632e+02
657, 1.391634e+02
658, 1.391635e+02
659, 1.391637e+02
660, 1.391639e+02
661, 1.391640e+02
662, 1.391642e+02
663, 1.391644e+02
664, 1.391645e+02
665, 1.391647e+02
666, 1.391649e+02
667, 1.391650e+02
668, 1.391652e+02
669, 1.391654e+02
670, 1.391655e+02
671, 1.391657e+02
672, 1.391659e+02
673, 1.391660e+02
674, 1.391662e+02
675, 1.391664e+02
676, 1.391666e+02
677, 1.391667e+02
678, 1.391669e+02
679, 1.391671e+02
680, 1.391672e+02
681, 1.391674e+02
682, 1.391676e+02
683, 1.391678e+02
684, 1.391679e+02
685, 1.391681e+02
686, 1.391683e+02
687, 1.391685e+02
688, 1.391686e+02
689, 1.391688e+02
690, 1.391690e+02
691, 1.391692e+02
692, 1.391694e+02
693, 1.391695e+02
694, 1.391697e+02
695, 1.391699e+02
696, 1.391701e+02
697, 1.391702e+02
698, 1.391704e+02
699, 1.391706e+02
700, 1.391708e+02
701, 1.391710e+02
702, 1.391711e+02
703, 1.391713e+02
704, 1.391715e+02
705, 1.391717e+02
706, 1.391719e+02
707, 1.391720e+02
708, 1.391722e+02
709, 1.391724e+02
710, 1.391726e+02
711, 1.391728e+02
712, 1.391730e+02
713, 1.391731e+02
714, 1.391733e+02
715, 1.391735e+02
716, 1.391737e+02
717, 1.391739e+02
718, 1.391741e+02
719, 1.391742e+02
720, 1.391744e+02
721, 1.391746e+02
722, 1.391748e+02
723, 1.391750e+02
724, 1.391752e+02
725, 1.391754e+02
726, 1.391756e+02
727, 1.391757e+02
728, 1.391759e+02
729, 1.391761e+02
730, 1.391763e+02
731, 1.391765e+02
732, 1.391767e+02
733, 1.391769e+02
734, 1.391771e+02
735, 1.391773e+02
736, 1.391774e+02
737, 1.391776e+02
738, 1.391778e+02
739, 1.391780e+02
740, 1.391782e+02
741, 1.391784e+02
742, 1.391786e+02
743, 1.391788e+02
744, 1.391790e+02
745, 1.391792e+02
746, 1.391794e+02
747, 1.391796e+02
748, 1.391798e+02
749, 1.391800e+02
750, 1.391801e+02
751, 1.391803e+02
752, 1.391805e+02
753, 1.391807e+02
754, 1.391809e+02
755, 1.391811e+02
756, 1.391813e+02
757, 1.391815e+02
758, 1.391817e+02
759, 1.391819e+02
760, 1.391821e+02
761, 1.391823e+02
762, 1.391825e+02
763, 1.391827e+02
764, 1.391829e+02
765, 1.391831e+02
766, 1.391833e+02
767, 1.391835e+02
768, 1.391837e+02
769, 1.391839e+02
770, 1.391841e+02
771, 1.391843e+02
772, 1.391845e+02
773, 1.391847e+02
774, 1.391849e+02
775, 1.391851e+02
776, 1.391853e+02
777, 1.391855e+02
778, 1.391857e+02
779, 1.391859e+02
780, 1.391861e+02
781, 1.391863e+02
782, 1.391865e+02
783, 1.391867e+02
784, 1.391869e+02
785, 1.391871e+02
786, 1.391873e+02
787, 1.391876e+02
788, 1.391878e+02
789, 1.391880e+02
790, 1.391882e+02
791, 1.391884e+02
792, 1.391886e+02
793, 1.391888e+02
794, 1.391890e+02
795, 1.391892e+02
796, 1.391894e+02
797, 1.391896e+02
798, 1.391898e+02
799, 1.391900e+02
800, 1.391902e+02
801, 1.391905e+02
802, 1.391907e+02
803, 1.391909e+02
804, 1.391911e+02
805, 1.391913e+02
806, 1.391915e+02
807, 1.391917e+02
808, 1.391919e+02
809, 1.391921e+02
810, 1.391923e+02
811, 1.391926e+02
812, 1.391928e+02
813, 1.391930e+02
814, 1.391932e+02
815, 1.391934e+02
816, 1.391936e+02
817, 1.391938e+02
818, 1.391940e+02
819, 1.391943e+02
820, 1.391945e+02
821, 1.391947e+02
822, 1.391949e+02
823, 1.391951e+02
824, 1.391953e+02
825, 1.391955e+02
826, 1.391958e+02
827, 1.391960e+02
828, 1.391962e+02
829, 1.391964e+02
830, 1.391966e+02
831, 1.391968e+02
832, 1.391971e+02
833, 1.391973e+02
834, 1.391975e+02
835, 1.391977e+02
836, 1.391979e+02
837, 1.391981e+02
838, 1.391984e+02
839, 1.391986e+02
840, 1.391988e+02
841, 1.391990e+02
842, 1.391992e+02
843, 1.391995e+02
844, 1.391997e+02
845, 1.391999e+02
846, 1.392001e+02
847, 1.392003e+02
848, 1.392006e+02
849, 1.392008e+02
850, 1.392010e+02
851, 1.392012e+02
852, 1.392014e+02
853, 1.392017e+02
854, 1.392019e+02
855, 1.392021e+02
856, 1.392023e+02
857, 1.392026e+02
858, 1.392028e+02
859, 1.392030e+02
860, 1.392032e+02
861, 1.392034e+02
862, 1.392037e+02
863, 1.392039e+02
864, 1.392041e+02
865, 1.392043e+02
866, 1.392046e+02
867, 1.392048e+02
868, 1.392050e+02
869, 1.392052e+02
870, 1.392055e+02
871, 1.392057e+02
872, 1.392059e+02
873, 1.392061e+02
874, 1.392064e+02
875, 1.392066e+02
876, 1.392068e+02
877, 1.392071e+02
878, 1.392073e+02
879, 1.392075e+02
880, 1.392077e+02
881, 1.392080e+02
882, 1.392082e+02
883, 1.392084e+02
884, 1.392086e+02
885, 1.392089e+02
886, 1.392091e+02
887, 1.392093e+02
888, 1.392096e+02
889, 1.392098e+02
890, 1.392100e+02
891, 1.392103e+02
892, 1.392105e+02
893, 1.392107e+02
894, 1.392109e+02
895, 1.392112e+02
896, 1.392114e+02
897, 1.392116e+02
898, 1.392119e+02
899, 1.392121e+02
900, 1.392123e+02
901, 1.392126e+02
902, 1.392128e+02
903, 1.392130e+02
904, 1.392133e+02
905, 1.392135e+02
906, 1.392137e+02
907, 1.392140e+02
908, 1.392142e+02
909, 1.392144e+02
910, 1.392147e+02
911, 1.392149e+02
912, 1.392151e+02
913, 1.392154e+02
914, 1.392156e+02
915, 1.392158e+02
916, 1.392161e+02
917, 1.392163e+02
918, 1.392165e+02
919, 1.392168e+02
920, 1.392170e+02
921, 1.392173e+02
922, 1.392175e+02
923, 1.392177e+02
924, 1.392180e+02
925, 1.392182e+02
926, 1.392184e+02
927, 1.392187e+02
928, 1.392189e+02
929, 1.392191e+02
930, 1.392194e+02
931, 1.392196e+02
932, 1.392199e+02
933, 1.392201e+02
934, 1.392203e+02
935, 1.392206e+02
936, 1.392208e+02
937, 1.392210e+02
938, 1.392213e+02
939, 1.392215e+02
940, 1.392218e+02
941, 1.392220e+02
942, 1.392222e+02
943, 1.392225e+02
944, 1.392227e+02
945, 1.392230e+02
946, 1.392232e+02
947, 1.392234e+02
948, 1.392237e+02
949, 1.392239e+02
950, 1.392242e+02
951, 1.392244e+02
952, 1.392246e+02
953, 1.392249e+02
954, 1.392251e+02
955, 1.392254e+02
956, 1.392256e+02
957, 1.392259e+02
958, 1.392261e+02
959, 1.392263e+02
960, 1.392266e+02
961, 1.392268e+02
962, 1.392271e+02
963, 1.392273e+02
964, 1.392276e+02
965, 1.392278e+02
966, 1.392280e+02
967, 1.392283e+02
968, 1.392285e+02
969, 1.392288e+02
970, 1.392290e+02
971, 1.392293e+02
972, 1.392295e+02
973, 1.392297e+02
974, 1.392300e+02
975, 1.392302e+02
976, 1.392305e+02
977, 1.392307e+02
978, 1.392310e+02
979, 1.392312e+02
980, 1.392315e+02
981, 1.392317e+02
982, 1.392320e+02
983, 1.392322e+02
984, 1.392324e+02
985, 1.392327e+02
986, 1.392329e+02
987, 1.392332e+02
988, 1.392334e+02
989, 1.392337e+02
990, 1.392339e+02
991, 1.392342e+02
992, 1.392344e+02
993, 1.392347e+02
994, 1.392349e+02
995, 1.392352e+02
996, 1.392354e+02
997, 1.392356e+02
998, 1.392359e+02
999, 1.392361e+02
1000, 1.392364e+02
1001, 1.392366e+02
1002, 1.392369e+02
1003, 1.392371e+02
1004, 1.392374e+02
1005, 1.392376e+02
1006, 1.392379e+02
1007, 1.392381e+02
1008, 1.392384e+02
1009, 1.392386e+02
1010, 1.392389e+02
1011, 1.392391e+02
1012, 1.392394e+02
1013, 1.392396e+02
1014, 1.392399e+02
1015, 1.392401e+02
1016, 1.392404e+02
1017, 1.392406e+02
1018, 1.392409e+02
1019, 1.392411e+02
1020, 1.392414e+02
1021, 1.392416e+02
1022, 1.392419e+02
1023, 1.392421e+02
1024, 1.392424e+02
1025, 1.392426e+02
1026, 1.392429e+02
1027, 1.392431e+02
1028, 1.392434e+02
1029, 1.392436e+02
1030, 1.392439e+02
1031, 1.392441e+02
1032, 1.392444e+02
1033, 1.392446e+02
1034, 1.392449e+02
1035, 1.392451e+02
1036, 1.392454e+02
1037, 1.392456e+02
1038, 1.392459e+02
1039, 1.392461e+02
1040, 1.392464e+02
1041, 1.392466e+02
1042, 1.392469e+02
1043, 1.392471e+02
1044, 1.392474e+02
1045, 1.392476e+02
1046, 1.392479e+02
1047, 1.392481e+02
1048, 1.392484e+02
1049, 1.392486e+02
1050, 1.392489e+02
1051, 1.392491e+02
1052, 1.392494e+02
1053, 1.392496e+02
1054, 1.392499e+02
1055, 1.392501e+02
1056, 1.392504e+02
1057, 1.392507e+02
1058, 1.392509e+02
1059, 1.392512e+02
1060, 1.392514e+02
1061, 1.392517e+02
1062, 1.392519e+02
1063, 1.392522e+02
1064, 1.392524e+02
1065, 1.392527e+02
1066, 1.392529e+02
1067, 1.392532e+02
1068, 1.392534e+02
1069, 1.392537e+02
1070, 1.392539e+02
1071, 1.392542e+02
1072, 1.392544e+02
1073, 1.392547e+02
1074, 1.392550e+02
1075, 1.392552e+02
1076, 1.392555e+02
1077, 1.392557e+02
1078, 1.392560e+02
1079, 1.392562e+02
1080, 1.392565e+02
1081, 1.392567e+02
1082, 1.392570e+02
1083, 1.392572e+02
1084, 1.392575e+02
1085, 1.392577e+02
1086, 1.392580e+02
1087, 1.392583e+02
1088, 1.392585e+02
1089, 1.392588e+02
1090, 1.392590e+02
1091, 1.392593e+02
1092, 1.392595e+02
1093, 1.392598e+02
1094, 1.392600e+02
1095, 1.392603e+02
1096, 1.392605e+02
1097, 1.392608e+02
1098, 1.392610e+02
1099, 1.392613e+02
1100, 1.392616e+02
1101, 1.392618e+02
1102, 1.392621e+02
1103, 1.392623e+02
1104, 1.392626e+02
1105, 1.392628e+02
1106, 1.392631e+02
1107, 1.392633e+02
1108, 1.392636e+02
1109, 1.392638e+02
1110, 1.392641e+02
1111, 1.392643e+02
1112, 1.392646e+02
1113, 1.392649e+02
1114, 1.392651e+02
1115, 1.392654e+02
1116, 1.392656e+02
1117, 1.392659e+02
1118, 1.392661e+02
1119, 1.392664e+02
1120, 1.392666e+02
1121, 1.392669e+02
1122, 1.392671e+02
1123, 1.392674e+02
1124, 1.392677e+02
1125, 1.392679e+02
1126, 1.392682e+02
1127, 1.392684e+02
1128, 1.392687e+02
1129, 1.392689e+02
1130, 1.392692e+02
1131, 1.392694e+02
1132, 1.392697e+02
1133, 1.392699e+02
1134, 1.392702e+02
1135, 1.392705e+02
1136, 1.392707e+02
1137, 1.392710e+02
1138, 1.392712e+02
1139, 1.392715e+02
1140, 1.392717e+02
1141, 1.392720e+02
1142, 1.392722e+02
1143, 1.392725e+02
1144, 1.392727e+02
1145, 1.392730e+02
1146, 1.392733e+02
1147, 1.392735e+02
1148, 1.392738e+02
1149, 1.392740e+02
1150, 1.392743e+02
1151, 1.392745e+02
1152, 1.392748e+02
1153, 1.392750e+02
1154, 1.392753e+02
1155, 1.392755e+02
1156, 1.392758e+02
1157, 1.392760e+02
1158, 1.392763e+02
1159, 1.392766e+02
1160, 1.392768e+02
1161, 1.392771e+02
1162, 1.392773e+02
1163, 1.392776e+02
1164, 1.392778e+02
1165, 1.392781e+02
1166, 1.392783e+02
1167, 1.392786e+02
1168, 1.392788e+02
1169, 1.392791e+02
1170, 1.392793e+02
1171, 1.392796e+02
1172, 1.392799e+02
1173, 1.392801e+02
1174, 1.392804e+02
1175, 1.392806e+02
1176, 1.392809e+02
1177, 1.392811e+02
1178, 1.392814e+02
1179, 1.392816e+02
1180, 1.392819e+02
1181, 1.392821e+02
1182, 1.392824e+02
1183, 1.392826e+02
1184, 1.392829e+02
1185, 1.392831e+02
1186, 1.392834e+02
1187, 1.392837e+02
1188, 1.392839e+02
1189, 1.392842e+02
1190, 1.392844e+02
1191, 1.392847e+02
1192, 1.392849e+02
1193, 1.392852e+02
1194, 1.392854e+02
1195, 1.392857e+02
1196, 1.392859e+02
1197, 1.392862e+02
1198, 1.392864e+02
1199, 1.392867e+02
1200, 1.392869e+02
1201, 1.392872e+02
1202, 1.392874e+02
1203, 1.392877e+02
1204, 1.392879e+02
1205, 1.392882e+02
1206, 1.392885e+02
1207, 1.392887e+02
1208, 1.392890e+02
1209, 1.392892e+02
1210, 1.392895e+02
1211, 1.392897e+02
1212, 1.392900e+02
1213, 1.392902e+02
1214, 1.392905e+02
1215, 1.392907e+02
1216, 1.392910e+02
1217, 1.392912e+02
1218, 1.392915e+02
1219, 1.392917e+02
1220, 1.392920e+02
1221, 1.392922e+02
1222, 1.392925e+02
1223, 1.392927e+02
1224, 1.392930e+02
1225, 1.392932e+02
1226, 1.392935e+02
1227, 1.392937e+02
1228, 1.392940e+02
1229, 1.392942e+02
1230, 1.392945e+02
1231, 1.392947e+02
1232, 1.392950e+02
1233, 1.392952e+02
1234, 1.392955e+02
1235, 1.392957e+02
1236, 1.392960e+02
1237, 1.392962e+02
1238, 1.392965e+02
1239, 1.392967e+02
1240, 1.392970e+02
1241, 1.392972e+02
1242, 1.392975e+02
1243, 1.392977e+02
1244, 1.392980e+02
1245, 1.392982e+02
1246, 1.392985e+02
