Iteration, Residual
848, 1.162126e+00
849, 1.156837e+00
850, 1.151572e+00
851, 1.146331e+00
852, 1.141115e+00
853, 1.135922e+00
854, 1.130753e+00
855, 1.125607e+00
856, 1.120485e+00
857, 1.115386e+00
858, 1.110311e+00
859, 1.105259e+00
860, 1.100230e+00
861, 1.095224e+00
862, 1.090241e+00
863, 1.085281e+00
864, 1.080343e+00
865, 1.075428e+00
866, 1.070535e+00
867, 1.065665e+00
868, 1.060817e+00
869, 1.055991e+00
870, 1.051188e+00
871, 1.046406e+00
872, 1.041646e+00
873, 1.036907e+00
874, 1.032191e+00
875, 1.027496e+00
876, 1.022822e+00
877, 1.018170e+00
878, 1.013539e+00
879, 1.008929e+00
880, 1.004340e+00
881, 9.997723e-01
882, 9.952253e-01
883, 9.906990e-01
884, 9.861935e-01
885, 9.817085e-01
886, 9.772440e-01
887, 9.727998e-01
888, 9.683760e-01
889, 9.639724e-01
890, 9.595888e-01
891, 9.552253e-01
892, 9.508817e-01
893, 9.465579e-01
894, 9.422538e-01
895, 9.379694e-01
896, 9.337046e-01
897, 9.294592e-01
898, 9.252332e-01
899, 9.210265e-01
900, 9.168389e-01
901, 9.126705e-01
902, 9.085211e-01
903, 9.043906e-01
904, 9.002790e-01
905, 8.961862e-01
906, 8.921120e-01
907, 8.880564e-01
908, 8.840193e-01
909, 8.800006e-01
910, 8.760002e-01
911, 8.720181e-01
912, 8.680542e-01
913, 8.641083e-01
914, 8.601805e-01
915, 8.562705e-01
916, 8.523784e-01
917, 8.485040e-01
918, 8.446473e-01
919, 8.408082e-01
920, 8.369866e-01
921, 8.331824e-01
922, 8.293956e-01
923, 8.256260e-01
924, 8.218737e-01
925, 8.181384e-01
926, 8.144201e-01
927, 8.107189e-01
928, 8.070344e-01
929, 8.033668e-01
930, 7.997159e-01
931, 7.960816e-01
932, 7.924640e-01
933, 7.888627e-01
934, 7.852780e-01
935, 7.817095e-01
936, 7.781573e-01
937, 7.746213e-01
938, 7.711014e-01
939, 7.675976e-01
940, 7.641097e-01
941, 7.606377e-01
942, 7.571816e-01
943, 7.537412e-01
944, 7.503164e-01
945, 7.469073e-01
946, 7.435137e-01
947, 7.401356e-01
948, 7.367728e-01
949, 7.334254e-01
950, 7.300932e-01
951, 7.267762e-01
952, 7.234743e-01
953, 7.201875e-01
954, 7.169156e-01
955, 7.136586e-01
956, 7.104165e-01
957, 7.071892e-01
958, 7.039765e-01
959, 7.007785e-01
960, 6.975950e-01
961, 6.944260e-01
962, 6.912715e-01
963, 6.881313e-01
964, 6.850054e-01
965, 6.818938e-01
966, 6.787963e-01
967, 6.757130e-01
968, 6.726437e-01
969, 6.695883e-01
970, 6.665469e-01
971, 6.635193e-01
972, 6.605055e-01
973, 6.575054e-01
974, 6.545190e-01
975, 6.515462e-01
976, 6.485869e-01
977, 6.456411e-01
978, 6.427087e-01
979, 6.397896e-01
980, 6.368839e-01
981, 6.339913e-01
982, 6.311120e-01
983, 6.282457e-01
984, 6.253925e-01
985, 6.225522e-01
986, 6.197249e-01
987, 6.169105e-01
988, 6.141089e-01
989, 6.113200e-01
990, 6.085438e-01
991, 6.057803e-01
992, 6.030293e-01
993, 6.002909e-01
994, 5.975649e-01
995, 5.948513e-01
996, 5.921500e-01
997, 5.894611e-01
998, 5.867844e-01
999, 5.841199e-01
1000, 5.814675e-01
1001, 5.788271e-01
1002, 5.761988e-01
1003, 5.735824e-01
1004, 5.709780e-01
1005, 5.683854e-01
1006, 5.658045e-01
1007, 5.632355e-01
1008, 5.606781e-01
1009, 5.581323e-01
1010, 5.555982e-01
1011, 5.530755e-01
1012, 5.505644e-01
1013, 5.480646e-01
1014, 5.455762e-01
1015, 5.430992e-01
1016, 5.406334e-01
1017, 5.381788e-01
1018, 5.357354e-01
1019, 5.333031e-01
1020, 5.308819e-01
1021, 5.284717e-01
1022, 5.260725e-01
1023, 5.236841e-01
1024, 5.213066e-01
1025, 5.189400e-01
1026, 5.165841e-01
1027, 5.142389e-01
1028, 5.119044e-01
1029, 5.095805e-01
1030, 5.072671e-01
1031, 5.049643e-01
1032, 5.026720e-01
1033, 5.003900e-01
1034, 4.981185e-01
1035, 4.958573e-01
1036, 4.936063e-01
1037, 4.913656e-01
1038, 4.891351e-01
1039, 4.869148e-01
1040, 4.847045e-01
1041, 4.825043e-01
1042, 4.803140e-01
1043, 4.781338e-01
1044, 4.759634e-01
1045, 4.738030e-01
1046, 4.716523e-01
1047, 4.695114e-01
1048, 4.673803e-01
1049, 4.652588e-01
1050, 4.631470e-01
1051, 4.610448e-01
1052, 4.589521e-01
1053, 4.568690e-01
1054, 4.547953e-01
1055, 4.527310e-01
1056, 4.506762e-01
1057, 4.486306e-01
1058, 4.465944e-01
1059, 4.445674e-01
1060, 4.425497e-01
1061, 4.405411e-01
1062, 4.385416e-01
1063, 4.365513e-01
1064, 4.345699e-01
1065, 4.325976e-01
1066, 4.306343e-01
1067, 4.286798e-01
1068, 4.267343e-01
1069, 4.247976e-01
1070, 4.228697e-01
1071, 4.209505e-01
1072, 4.190401e-01
1073, 4.171384e-01
1074, 4.152453e-01
1075, 4.133608e-01
1076, 4.114849e-01
1077, 4.096174e-01
1078, 4.077585e-01
1079, 4.059081e-01
1080, 4.040660e-01
1081, 4.022323e-01
1082, 4.004069e-01
1083, 3.985899e-01
1084, 3.967811e-01
1085, 3.949805e-01
1086, 3.931881e-01
1087, 3.914038e-01
1088, 3.896276e-01
1089, 3.878596e-01
1090, 3.860995e-01
1091, 3.843474e-01
1092, 3.826033e-01
1093, 3.808672e-01
1094, 3.791389e-01
1095, 3.774185e-01
1096, 3.757058e-01
1097, 3.740010e-01
1098, 3.723039e-01
1099, 3.706145e-01
1100, 3.689328e-01
1101, 3.672588e-01
1102, 3.655923e-01
1103, 3.639334e-01
1104, 3.622821e-01
1105, 3.606382e-01
1106, 3.590018e-01
1107, 3.573729e-01
1108, 3.557513e-01
1109, 3.541371e-01
1110, 3.525303e-01
1111, 3.509307e-01
1112, 3.493384e-01
1113, 3.477534e-01
1114, 3.461755e-01
1115, 3.446048e-01
1116, 3.430413e-01
1117, 3.414848e-01
1118, 3.399354e-01
1119, 3.383931e-01
1120, 3.368577e-01
1121, 3.353294e-01
1122, 3.338080e-01
1123, 3.322934e-01
1124, 3.307858e-01
1125, 3.292850e-01
1126, 3.277910e-01
1127, 3.263039e-01
1128, 3.248234e-01
1129, 3.233497e-01
1130, 3.218827e-01
1131, 3.204223e-01
1132, 3.189686e-01
1133, 3.175215e-01
1134, 3.160809e-01
1135, 3.146469e-01
1136, 3.132194e-01
1137, 3.117984e-01
1138, 3.103839e-01
1139, 3.089757e-01
1140, 3.075740e-01
1141, 3.061786e-01
1142, 3.047896e-01
1143, 3.034068e-01
1144, 3.020304e-01
1145, 3.006602e-01
1146, 2.992962e-01
1147, 2.979384e-01
1148, 2.965868e-01
1149, 2.952413e-01
1150, 2.939019e-01
1151, 2.925686e-01
1152, 2.912414e-01
1153, 2.899202e-01
1154, 2.886050e-01
1155, 2.872957e-01
1156, 2.859924e-01
1157, 2.846951e-01
1158, 2.834036e-01
1159, 2.821179e-01
1160, 2.808381e-01
1161, 2.795642e-01
1162, 2.782960e-01
1163, 2.770335e-01
1164, 2.757768e-01
1165, 2.745258e-01
1166, 2.732805e-01
1167, 2.720409e-01
1168, 2.708068e-01
1169, 2.695784e-01
1170, 2.683555e-01
1171, 2.671382e-01
1172, 2.659264e-01
1173, 2.647202e-01
1174, 2.635194e-01
1175, 2.623240e-01
1176, 2.611341e-01
1177, 2.599496e-01
1178, 2.587704e-01
1179, 2.575966e-01
1180, 2.564281e-01
1181, 2.552650e-01
1182, 2.541071e-01
1183, 2.529545e-01
1184, 2.518071e-01
1185, 2.506649e-01
